name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Tillamook Oregon,2018-02-02,51.9,49.1,50.9,51.9,49.1,50.9,50.5,98.6,0.2,100,50,rain,0,0,19.7,9.3,197.2,1025.7,99.3,5,15.4,1.4,1,,2018-02-02T07:34:55,2018-02-02T17:23:52,0.53,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261,ASTOR"
Tillamook Oregon,2018-02-03,53.6,48.1,50.3,53.6,47.2,50.3,49.5,96.9,0.1,100,29.17,rain,0,0,,6.4,229.7,1027.7,99.7,6.6,41.9,3.6,2,,2018-02-03T07:33:41,2018-02-03T17:25:20,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-02-04,53.7,49.9,50.7,53.7,49.9,50.7,50.4,99.2,0.17,100,62.5,rain,0,0,,8.1,210.8,1023.9,99.8,2.9,29.5,2.6,2,,2018-02-04T07:32:25,2018-02-04T17:26:47,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-02-05,51,44.6,47.4,51,42.6,47.1,45.9,94.9,0.05,100,20.83,rain,0,0,,5.9,171.9,1023.9,96,6.8,67.9,5.9,4,,2018-02-05T07:31:07,2018-02-05T17:28:15,0.65,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-02-06,51.7,43.7,46.3,51.7,43.7,46.3,44.6,94.1,0.04,100,16.67,rain,0,0,,5.8,209.8,1028,81.7,8.7,84.2,7.2,4,,2018-02-06T07:29:48,2018-02-06T17:29:43,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-02-07,57.2,35.6,44.8,57.2,35.6,44.5,41.9,90.9,0,0,0,,0,0,,4,143.5,1029.2,32.5,6.3,95.8,8.3,4,,2018-02-07T07:28:27,2018-02-07T17:31:11,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-02-08,50,36.5,44.1,50,36.5,43.3,44,99.5,0.06,100,25,rain,0,0,,8.6,216.7,1024.7,83.8,4.4,26.3,2.3,1,,2018-02-08T07:27:04,2018-02-08T17:32:39,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261,ASTOR"
Tillamook Oregon,2018-02-09,48.2,39.2,43.4,48.2,39.2,42.5,39.9,88,0.02,100,8.33,rain,0,0,,8.6,204.2,1025.4,83.6,9.3,57.2,4.8,4,,2018-02-09T07:25:40,2018-02-09T17:34:06,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-02-10,50.1,30.1,38.3,50.1,30.1,37.7,35.4,90.7,0,0,0,,0,0,,8,242.1,1026.6,36.2,6.4,89.7,7.7,4,,2018-02-10T07:24:15,2018-02-10T17:35:34,0.88,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-02-11,45.5,32,38.3,43.7,32,36.8,34.7,87.8,0,0,0,,0,0,19.7,13.8,193.8,1015,74,9.8,72.9,6,4,,2018-02-11T07:22:48,2018-02-11T17:37:01,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-02-12,48.2,30.2,37.7,47.2,28.4,35.7,28.3,72.4,0,0,0,,0,0,19.7,11.4,114.8,1024,1.2,9.5,116.1,10,5,,2018-02-12T07:21:20,2018-02-12T17:38:29,0.95,Clear,Clear conditions throughout the day.,clear-day,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-02-13,48.2,26.6,36.2,48.2,23.9,35.7,29.5,79.2,0,0,0,,0,0,,6.3,163,1024,13.5,9.9,116.1,10.1,5,,2018-02-13T07:19:50,2018-02-13T17:39:56,0.98,Clear,Clear conditions throughout the day.,clear-day,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-02-14,48.2,37.4,42.5,43.7,34.8,39.6,38.5,86,0.5,100,66.67,rain,0,0,17.2,11.4,235.7,1020.5,91.6,7.5,77.3,6.6,4,,2018-02-14T07:18:19,2018-02-14T17:41:23,1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-02-15,48.2,37.4,42.4,45.1,33.2,40.6,39.2,89.4,0.08,100,29.17,rain,0,0,16.1,9.7,177.6,1030.9,85.4,9.5,67.2,5.9,4,,2018-02-15T07:16:46,2018-02-15T17:42:50,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-02-16,48.2,41.9,45.2,46.8,40,43.6,44.6,97.7,0.46,100,100,rain,0,0,17.2,7.5,199.4,1026.8,100,4.8,40.5,3.3,2,,2018-02-16T07:15:13,2018-02-16T17:44:16,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-02-17,50,40.1,45.8,46.4,32.6,40.8,43.8,92.8,0.57,100,91.67,rain,0,0,31,19.5,237.7,1013.6,99.7,5,30.8,2.7,2,,2018-02-17T07:13:38,2018-02-17T17:45:43,0.01,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261,ASTOR"
Tillamook Oregon,2018-02-18,41,30.2,36.1,35.3,26.2,31.3,32.4,87.2,0.25,100,50,"rain,snow",0,0,32.2,16.7,270.6,1008,92,6.9,28.2,2.6,1,,2018-02-18T07:12:02,2018-02-18T17:47:09,0.03,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-02-19,40.1,28.4,32.9,37.4,26.8,31,28.9,86.4,0,0,0,,0.8,0.2,16.1,14.3,209.2,1020.7,52.7,9.2,128.2,11.2,6,,2018-02-19T07:10:25,2018-02-19T17:48:35,0.07,Partially cloudy,Partly cloudy throughout the day.,snow,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-02-20,41.1,31.1,35.3,39.3,31.1,34.4,33.5,93.4,0.02,100,8.33,rain,0.5,0.9,,8.1,106.1,1022,96.9,8.4,16.4,1.4,1,,2018-02-20T07:08:47,2018-02-20T17:50:00,0.1,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-02-21,39.3,30.2,34,37.5,24.3,31.8,30.2,86.7,0.05,100,12.5,"rain,snow",1.2,0.5,,6.9,142.5,1025,50,8,128.3,11,6,,2018-02-21T07:07:08,2018-02-21T17:51:26,0.15,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain or snow.,snow,"72020200118,72688194273,72698694261"
Tillamook Oregon,2018-02-22,41,28.4,34.6,39.2,28.4,33.1,29.2,82.6,0,0,0,,0.7,1.4,20.8,9.3,152.1,1024.5,56,9.4,98.3,8.3,4,,2018-02-22T07:05:27,2018-02-22T17:52:51,0.2,Partially cloudy,Partly cloudy throughout the day.,snow,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261,D2405"
Tillamook Oregon,2018-02-23,42.7,23,33.4,39.6,18.6,30,30.4,89.3,0.16,100,37.5,rain,0,0.1,21.9,16.1,147.8,1030.5,67.9,8.3,58.5,5.2,4,,2018-02-23T07:03:46,2018-02-23T17:54:16,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261,ASTOR"
Tillamook Oregon,2018-02-24,46.4,41,42.6,41.3,33.5,37.4,36.2,78.2,0.24,100,45.83,rain,0,0,28.9,18.3,239,1021.8,70.9,8.5,97.8,8.4,6,,2018-02-24T07:02:04,2018-02-24T17:55:40,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261,ASTOR"
Tillamook Oregon,2018-02-25,44.6,32.9,41.2,40.2,31.6,36.5,38.4,90,0.55,100,62.5,rain,0,0,27.7,19.5,200.1,1016.5,50.3,7.5,18.6,1.6,1,,2018-02-25T07:00:21,2018-02-25T17:57:04,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,FOGO,E9081,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-02-26,44.6,31.1,36.2,44.6,31.1,35.4,33.2,89.9,0,0,0,,0,0,,8,195.7,1021.9,38,8.6,118.3,10.2,5,,2018-02-26T06:58:37,2018-02-26T17:58:28,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-02-27,46.4,32,39.6,44.6,28.1,38.3,38.6,96.3,0.07,100,25,"rain,snow",0,0,20.8,15.5,119.3,1022.7,95.6,8.1,58.7,5.1,3,,2018-02-27T06:56:52,2018-02-27T17:59:52,0.46,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"KHIO,FOGO,E9081,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261,D2405"
Tillamook Oregon,2018-02-28,44.6,39.2,42.4,43.7,35.3,40.2,40.9,94.1,1.43,100,75,rain,0,0,32.2,9.2,76.6,1009.9,71.8,5.2,22.6,1.9,1,,2018-02-28T06:55:07,2018-02-28T18:01:15,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,FOGO,KTMK,TMKO3,KMMV,BDFO3,72020200118,72688194273,72698694261,ASTOR"
Tillamook Oregon,2018-03-01,44.6,32.9,38.8,44.6,28.1,36.1,34.9,86.5,0.22,100,62.5,"rain,snow",0,0,23,9.2,156.6,1000.3,89.2,8.4,59,5,2,,2018-03-01T06:53:21,2018-03-01T18:02:39,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-02,46.4,33.8,40.6,42.4,28.9,37.2,33.9,77.8,0.16,100,33.33,rain,0,0,36.8,11,110.5,1004.4,93.5,9.5,81.3,7.1,4,,2018-03-02T06:51:34,2018-03-02T18:04:01,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-03,50.9,32,41.3,50.9,32,40.5,33.7,76.8,0,0,0,,0,0,,9.1,107.8,1012.6,47.8,9.9,152.2,13,6,,2018-03-03T06:49:46,2018-03-03T18:05:24,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-04,46.4,30.2,38.3,43.7,26.8,36.7,35.1,88.8,0.13,100,16.67,rain,0,0,20.8,10.3,191.1,1023.1,70.6,9.4,68.8,5.9,3,,2018-03-04T06:47:58,2018-03-04T18:06:46,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-05,52.7,32.9,41.8,52.7,29.9,41.5,36.1,83,0.11,100,20.83,rain,0,0,,13.1,181.5,1028.6,45.8,8.7,156.6,13.5,7,,2018-03-05T06:46:09,2018-03-05T18:08:08,0.57,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"KHIO,KTMK,TMKO3,KMMV,CDFO3,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-06,59,30.2,42,59,26.8,41,31.4,72.1,0,0,0,,0,0,16.1,11.5,144.5,1024,0,9.9,162.4,14.1,7,,2018-03-06T06:44:19,2018-03-06T18:09:30,0.62,Clear,Clear conditions throughout the day.,clear-day,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-07,58.9,35.6,46.4,58.9,31.1,44.9,36.9,72.1,0,0,0,,0,0,,7.5,179.4,1014.5,34.3,9.9,79.4,6.8,3,,2018-03-07T06:42:29,2018-03-07T18:10:51,0.66,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-08,51.8,46.3,48.7,51.8,39.3,46.4,44.3,85.2,0.73,100,83.33,rain,0,0,48.3,27.7,166.1,1008.5,95.9,6.9,45.2,3.8,2,,2018-03-08T06:40:39,2018-03-08T18:12:12,0.71,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-09,50.9,34.7,44.3,50.9,34.7,43.6,38.6,82.2,0.11,100,20.83,rain,0,0,,10.8,233.2,1016.9,42.2,9.6,159,13.7,7,,2018-03-09T06:38:48,2018-03-09T18:13:33,0.76,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-10,62.6,32,45.5,62.6,28.1,45,38.2,79.5,0,0,0,,0,0,,9.7,170,1016.7,24.4,9.8,148.8,13,7,,2018-03-10T06:36:57,2018-03-10T18:14:54,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHIO,KTMK,TMKO3,KMMV,CDFO3,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-11,63.5,36.5,49.7,63.5,36.5,49.2,42.2,78.6,0,0,0,,0,0,,7.4,203.7,1019.2,19.7,9.9,179.6,14.8,7,,2018-03-11T07:35:05,2018-03-11T19:16:14,0.85,Clear,Clear conditions throughout the day.,clear-day,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-12,70.7,37.4,54.4,70.7,32.4,53.4,37.3,59.8,0,0,0,,0,0,21.9,13.8,109.9,1013.7,6,9.9,154.8,13.4,6,,2018-03-12T07:33:13,2018-03-12T19:17:35,0.89,Clear,Clear conditions throughout the day.,clear-day,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-13,60.7,44.6,51.3,60.7,44.6,50.9,43.6,76.4,0.28,100,33.33,rain,0,0,21.9,13.8,168.8,1007.4,87.6,9.5,53.9,4.5,3,,2018-03-13T07:31:20,2018-03-13T19:18:55,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-14,51.8,38.3,45.3,51.8,38.3,44.3,38.4,78.9,0.09,100,25,rain,0,0,25.3,13.1,161.4,1012.6,50.9,9.3,165.8,14.3,7,,2018-03-14T07:29:27,2018-03-14T19:20:14,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-15,51.8,38.3,44.7,51.8,35.6,42.9,36.4,73.6,0.06,100,16.67,rain,0,0,17.2,9.6,123.8,1008.2,97.8,9.8,68.2,5.9,3,,2018-03-15T07:27:34,2018-03-15T19:21:34,0.98,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KHIO,KTMK,TMKO3,KMMV,CDFO3,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-16,50.9,35.6,43.2,50.9,35.6,42.7,39.4,88,0.05,100,16.67,rain,0,0,,7.5,221.8,1009.8,88.9,7.5,132.3,11.5,6,,2018-03-16T07:25:41,2018-03-16T19:22:53,1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-17,50,41,44.5,46.3,39.6,42.9,40.1,85.7,0.02,100,8.33,rain,0,0,,9.7,181.6,1013.8,98.6,9.6,79.1,7,3,,2018-03-17T07:23:47,2018-03-17T19:24:13,1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-18,48.2,38.3,43.3,47.3,38.3,42.6,39.9,88.1,0.18,100,37.5,rain,0,0,,8,118.3,1021.3,91.7,9.2,82.7,7.1,4,,2018-03-18T07:21:53,2018-03-18T19:25:32,0.01,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-19,53.6,35.5,43.4,53.6,32.9,43.1,37.7,82.3,0,0,0,,0,0,19.7,13.2,234.2,1023,36.2,9.5,193.6,16.7,7,,2018-03-19T07:20:00,2018-03-19T19:26:51,0.02,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-20,55.4,30.2,42.1,55.4,28.1,41.6,36.7,82.9,0,0,0,,0,0,,13.8,185.8,1016.5,4.9,9.8,193.4,16.6,7,,2018-03-20T07:18:06,2018-03-20T19:28:09,0.05,Clear,Clear conditions throughout the day.,clear-day,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-21,51.8,32,41.6,51.8,28.1,41.3,38.4,89.3,0.11,100,25,rain,0,0,,5.8,159.6,1006,66.5,9.5,69,6,3,,2018-03-21T07:16:11,2018-03-21T19:29:28,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-22,44.7,35.6,41.9,44.6,27.3,37.7,37.4,84.3,0.43,100,79.17,rain,0,0,39,18.9,153.5,1004.8,90.1,8.1,108.3,9.3,5,,2018-03-22T07:14:17,2018-03-22T19:30:46,0.13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261,ASTOR"
Tillamook Oregon,2018-03-23,43.7,34.7,38,41.5,29.2,34.7,35.1,89.7,0.77,100,91.67,"rain,snow",0,0,27.8,12.7,178,1010.6,94.1,7.3,58.5,5.1,4,,2018-03-23T07:12:23,2018-03-23T19:32:05,0.19,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-24,42.8,33.8,38,39.6,30.3,35.2,35.1,89.4,0.15,100,54.17,"rain,snow",0,0,,9.1,143.8,1012.4,96,9.3,68.4,5.9,3,,2018-03-24T07:10:29,2018-03-24T19:33:23,0.24,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"KHIO,E9081,KTMK,KMMV,72020200118,72688194273,72698694261,D2405"
Tillamook Oregon,2018-03-25,50,35.6,41.1,50,35.6,40.2,35.5,82.4,0.02,100,8.33,rain,0,0,,9.7,231.4,1019.6,60.6,9.1,218.6,18.8,8,,2018-03-25T07:08:35,2018-03-25T19:34:41,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261,D2405"
Tillamook Oregon,2018-03-26,48.2,37.5,43.6,45.6,37.5,41.6,41.3,91.6,0.14,100,33.33,rain,0,0,,8.6,159.1,1027.4,97.5,8.2,59.1,5.1,2,,2018-03-26T07:06:41,2018-03-26T19:35:59,0.35,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261,ASTOR"
Tillamook Oregon,2018-03-27,50,44.6,47.3,50,41.7,45.8,46.7,97.7,0.6,100,91.67,rain,0,0,17.2,11.5,199,1030.3,81.5,6.7,29.3,2.6,1,,2018-03-27T07:04:47,2018-03-27T19:37:17,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-28,51.8,38.4,46.3,51.8,38.4,45.2,41,83.3,0,0,0,,0,0,,12.6,251.6,1030.8,51.5,9.5,174,15,7,,2018-03-28T07:02:53,2018-03-28T19:38:35,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-29,54.5,32,42.7,54.5,32,42.6,38.7,87,0,0,0,,0,0,,10.8,238.3,1027.5,15.7,8.9,177.7,15.4,7,,2018-03-29T07:00:59,2018-03-29T19:39:53,0.47,Clear,Clear conditions throughout the day.,clear-day,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-03-30,53.6,37.5,46.1,53.6,37.5,46.1,42.6,88.4,0,0,0,,0,0,,10.1,253.4,1023.5,87.7,7.7,139.6,12,7,,2018-03-30T06:59:06,2018-03-30T19:41:10,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261,D2405"
Tillamook Oregon,2018-03-31,51.9,43.7,47.7,51.9,42.1,47.5,41.9,80.8,0,0,0,,0,0,17.2,12,277.8,1021.5,64.4,9.9,203.8,17.6,8,,2018-03-31T06:57:12,2018-03-31T19:42:28,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-04-01,46.4,36.5,43.3,43.7,36.5,41.1,40.5,89.9,0.23,100,45.83,rain,0,0,20.8,13.3,197.2,1016.8,93.8,7.3,44,3.8,1,,2018-04-01T06:55:19,2018-04-01T19:43:46,0.51,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-04-02,50,33.8,41.4,50,30.2,39.1,34.3,77.8,0.02,100,8.33,"rain,snow",0,0,13.9,11.5,212.3,1019.8,71.4,9.7,194.8,16.9,8,,2018-04-02T06:53:27,2018-04-02T19:45:03,0.53,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-04-03,51.8,31.1,40.9,51.8,31.1,40.9,33.6,77.9,0,0,0,,0,0,,5.8,223.8,1018.7,52,9.7,131.2,11.4,6,,2018-04-03T06:51:34,2018-04-03T19:46:21,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-04-04,60.8,41,48.8,60.8,41,48.7,41.6,77,0.03,100,12.5,rain,0,0,,6.4,173.8,1017.2,91.5,9.3,117,10.1,7,,2018-04-04T06:49:42,2018-04-04T19:47:38,0.59,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-04-05,53.6,42.9,49.1,53.6,42.9,49.1,45.1,86.2,0.37,100,54.17,rain,0,0,16.1,10.2,109.1,1013.4,91.2,6.9,33.3,2.8,1,,2018-04-05T06:47:50,2018-04-05T19:48:56,0.63,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261,ASTOR"
Tillamook Oregon,2018-04-06,64.4,51.8,56.6,64.4,51.8,56.6,52.6,87.4,0.08,100,33.33,rain,0,0,,8,112,1006.7,76.1,7.4,195.8,16.9,8,,2018-04-06T06:45:59,2018-04-06T19:50:13,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261,ASTOR"
Tillamook Oregon,2018-04-07,62.6,48.2,52.4,62.6,40.7,50.2,46.1,79.2,0.83,100,70.83,rain,0,0,40.1,26.4,177,999.5,98.2,6.4,59.3,5.1,4,,2018-04-07T06:44:08,2018-04-07T19:51:30,0.72,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261,ASTOR"
Tillamook Oregon,2018-04-08,50,44.6,47.8,50,40.7,44,44.3,87.8,1.23,100,75,rain,0,0,38,23.5,196.8,1017.3,99.5,6.6,58.5,5.2,4,,2018-04-08T06:42:18,2018-04-08T19:52:48,0.76,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHIO,FOGO,E9081,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261,ASTOR"
Tillamook Oregon,2018-04-09,68,36.5,51.2,68,34,51,41.4,74.7,0,0,0,,0,0,,9.7,143.9,1020.3,26.6,7.9,191.7,16.6,7,,2018-04-09T06:40:28,2018-04-09T19:54:05,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
Tillamook Oregon,2018-04-10,56.2,48.2,51.8,56.2,46.2,51.3,44.1,75.9,0.19,100,33.33,rain,0,0,27.7,17.8,191,1012.6,63.8,8.6,140.3,12.2,6,,2018-04-10T06:38:38,2018-04-10T19:55:23,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,FOGO,KTMK,TMKO3,KMMV,72020200118,72688194273,72698694261"
